gsn,atc,atc_manually_checked,ndc,ndc_match
063693,C10AB05,False,52725049090,gsn
063696,J07AF01,True,?,none
063698,J07AF,False,49281040010,gsn
063700,A02BC02,False,62756007160,gsn
063701,N07BB04,True,38779088703,gsn
063715,N05CH01,True,10006070029,atc
063719,J05AE10,False,35356028460,gsn
063724,L04AB04,False,74937402,gsn
063727,R05DA03,True,?,none
063730,C08CA07,False,59630050010,gsn
063735,A10BX05,False,35356030702,gsn
063736,N06AX23,False,35356049130,gsn
063737,N06AX23,False,35356056730,gsn
063753,N06AA09,True,15455061701,gsn
063768,N06AB08,False,10370017611,gsn
063796,D01AE15,True,78049958,gsn
063804,A10BX05,False,35356030602,gsn
063805,A12AX,True,5555619,atc
063824,C05AD03,True,49452521001,gsn
063829,J07AM01,True,?,none
063830,J07AH,True,?,none
063833,J07BG,True,?,none
063835,J07AL,True,54569661300,atc
063836,A11HA03,True,24208053210,atc
063844,C10AX06,True,11917008863,gsn
063845,N03AB02,False,17856406904,gsn
063856,J07BD52,True,49999042201,gsn
063858,N04BC04,False,13811063930,gsn
063859,N04BC04,False,13811064030,gsn
063860,N04BC04,False,13811064230,gsn
063863,S01GA05,False,?,none
063864,S01GA05,False,?,none
063890,R01AC08,False,45802002801,gsn
063901,J07AM51,True,?,none
063903,L04AB05,False,50474070062,gsn
063904,A07FA01,True,37000014343,gsn
063905,D07XB02,True,65054301,gsn
063910,J07BC,True,58160082132,atc
063927,V06,True,70074053626,gsn
063942,A07FA01,True,37205054865,gsn
063946,A06AX03,False,16590062230,gsn
063951,A12AA03,False,10974006410,atc
063952,J06BB02,True,?,none
063954,B03BA01,False,11845014818,gsn
063955,C01BB01,True,24385024154,gsn
063960,N05CH01,False,10006070166,gsn
063982,M03AB01,True,?,none
063985,B02BD05,True,169701001,gsn
063995,A11CA01,True,0,gsn
063997,B01AE07,False,597010754,gsn
063998,B01AE07,False,597010854,gsn
064000,G04BD11,False,54868615600,gsn
064001,G04BD11,False,54868617500,gsn
064010,D07AC13,False,85146102,gsn
064011,A06AH,False,65649055102,gsn
064013,P03AX05,False,11523131401,gsn
064034,N01BB03,True,?,none
064147,S01XA20,True,15821010115,atc
064155,M02AX03,False,?,none
064159,C01CE02,False,55390007801,gsn
064161,L01EA02,False,3085222,gsn
064176,A11CC05,False,10939052444,gsn
064181,J07BB,True,?,none
064182,J07BB,True,?,none
064191,A11AA,True,11917007001,gsn
064197,A07FA01,True,49100040004,gsn
064219,S01XA14,True,0,atc
064234,R01AX,True,38779221001,gsn
064241,A06AD02,False,54569327500,gsn
064246,S01KA02,False,50428053617,gsn
064302,A11CC05,False,10006070162,gsn
064310,C10AB05,False,27241011603,gsn
064318,A11AA04,True,?,none
064325,A06AH02,False,?,none
064328,B02BX04,False,55513022201,gsn
064329,B02BX04,False,55513022101,gsn
064331,A07FA01,True,48582051112,gsn
064332,A07FA01,True,48582000155,gsn
064333,A07FA01,True,23629012610,gsn
064336,G04BX13,False,67457017750,gsn
064339,A16AA03,False,42457000101,gsn
064353,C08CA04,False,15330004101,atc
064354,D07AC19,False,42826060105,gsn
064360,N02CX02,False,?,none
064361,N02CX02,False,?,none
064400,J01DE01,False,51479005420,atc
064407,C08CA16,False,?,none
064416,N03AX14,False,10370019506,gsn
064432,N03AX18,False,35356053260,gsn
064433,N03AX18,True,91247835,gsn
064434,N03AX18,False,91247935,gsn
064435,N03AX18,False,91248035,gsn
064437,N03AX18,False,131181067,gsn
064442,A04AA02,False,42747072601,gsn
064445,N06AX16,False,13811071330,gsn
064472,A01AA01,True,11673066991,gsn
064481,H05AA02,False,2840001,gsn
064483,G01AD,False,10631028604,gsn
064493,B01AF01,False,50458058001,gsn
064497,G03C,True,41260034929,gsn
064506,J05AB14,False,27241015919,gsn
064514,N04BX02,False,47335000288,gsn
064515,N04BX02,False,47335000488,gsn
064532,J05AE10,False,54569615900,gsn
064535,C01CA07,False,10019018120,gsn
064538,C01CA07,False,2749601,gsn
064561,S01XA20,True,58790000360,gsn
064564,B06AC02,False,24201020701,gsn
064569,C01CA04,False,0,atc
064575,C01CA04,False,74780902,gsn
064582,N07XX06,False,31722082111,gsn
064586,C01DA02,True,24090041003,atc
064594,N04BC04,False,13811064330,gsn
064602,R06AX17,True,38779297303,gsn
064611,C08CA04,True,15330004101,atc
064628,A11CC05,False,10939038044,gsn
064630,B02BX05,False,7464013,gsn
064631,B02BX05,False,7464113,gsn
064636,V03AB35,False,13533080024,atc
064638,V03AB35,False,13533080024,atc
064658,C01EB06,True,37803036208,gsn
064670,C01EB09,False,11822489750,gsn
064671,D10AE01,False,35356059145,gsn
064677,C10AB05,False,10370021009,gsn
064678,A12AX,True,11917011807,gsn
064684,L03AX16,False,58468014001,gsn
064701,A07EC02,False,43353088479,gsn
064712,N01AH01,False,42358010032,gsn
064721,B01AC17,False,?,none
064722,A07FA01,True,65224005601,gsn
064732,A11AA,True,10939037644,gsn
064746,S01EE03,False,54569614200,gsn
064774,A02BC01,False,70515062501,gsn
064775,A02BC01,False,70515061001,gsn
064787,A,True,11845015225,gsn
064788,G03DA04,True,10039010401,atc
064793,A02BC06,False,54868599800,gsn
064794,A02BC06,False,54868615200,gsn
064798,N03AG01,True,38779237504,gsn
064818,G02AB03,True,?,none
064822,R01AX,True,91124000201,gsn
064829,M04AA03,False,27808020601,gsn
064830,M04AA03,False,21695051630,gsn
064846,G04CA04,False,27241014401,gsn
064847,G04CA04,False,27241014501,gsn
064873,L02BX02,False,?,none
064895,A12CB,True,38779170804,gsn
064896,N06AX12,True,24581130,gsn
064900,B03A,True,46017008730,gsn
064902,B01AC22,False,16729027310,gsn
064929,L01AX03,False,16729004953,atc
064935,G03CA01,False,51285009287,gsn
064945,C07AB12,False,50090332600,gsn
064967,L04AC05,False,57894006002,gsn
064990,N03AX14,False,10370021406,gsn
064992,H01AC01,True,2733501,atc
064994,L01EG02,False,49884012552,gsn
064995,L01EG02,False,78056751,gsn
065016,C10AX06,True,55571091379,gsn
065023,A11CC05,False,10939062744,gsn
065026,L01BC01,False,?,none
065043,C01EB09,True,10939088844,atc
065054,R05X,True,39278042101,gsn
065086,N06AX17,False,35356062460,gsn
065087,B03AD03,False,11822382900,gsn
065088,N06AX17,False,16590084560,gsn
065089,N06AX17,False,16590084660,gsn
065090,N06AX17,False,16590084760,gsn
065093,N02AA03,True,0,gsn
065098,B03A,True,46017008730,atc
065109,N04BC04,False,13811064130,gsn
065114,L04AB06,False,57894007001,gsn
065118,A11AA,True,16500053539,gsn
065120,D06BA51,True,13811058730,gsn
065144,B03BA01,True,11917010170,gsn
065168,N03AX09,False,43598055230,gsn
065169,N03AX09,False,43598055330,gsn
065176,C10AX06,True,10939051544,gsn
065177,A12BA01,False,38485086335,gsn
065189,L04AB05,False,50474071079,gsn
065192,A11AA01,True,13811058030,gsn
065227,C03XA01,False,59148002050,gsn
065228,C03XA01,False,59148002150,gsn
065230,S01AE08,False,24208044605,gsn
065241,A11CC05,False,37205024678,gsn
065250,N03AX09,False,13668033930,gsn
065251,N03AX09,False,13668034030,gsn
065252,N03AX09,False,13668034130,gsn
065253,N03AX09,False,13668034230,gsn
065300,B03AA07,False,10939054844,gsn
065319,N02AX06,False,16590086315,gsn
065320,N02AX06,False,16590088972,gsn
065328,A09AA01,True,32120601,gsn
065329,A09AA01,False,54868606700,gsn
065330,A09AA02,True,32122401,gsn
065336,R03AA01,False,487278401,atc
065338,A11HA,True,10542001210,gsn
065344,A10BJ02,False,169406012,gsn
065348,B03,True,59338077501,gsn
065356,N04BC09,False,50474080103,gsn
065357,N04BC09,False,50474080303,gsn
065367,C01BD07,False,21695092060,gsn
065368,G04BE08,False,13668058130,gsn
065371,A02BA02,False,24987036210,gsn
065379,A11AA01,True,11917010143,gsn
065387,A16AA,True,38779118604,atc
065390,C01EB06,True,57771000191,gsn
065392,S01EE03,False,54569633500,gsn
065400,A11AA01,True,10939062844,atc
065402,J07BB,True,?,none
065411,L04AC07,False,50242013701,gsn
065413,M01AB15,False,54569634400,gsn
065420,N04AC01,True,17478001202,atc
065421,H03AA05,True,42192032701,gsn
065422,H03AA05,True,12280013000,gsn
065423,H03AA05,True,12280013100,gsn
065430,A10BH03,True,3421411,gsn
065431,A10BH03,False,54868630900,gsn
065444,A07FA01,True,87701040694,gsn
065450,N05AX13,False,50458056201,gsn
065451,N05AX13,False,50458056301,gsn
065452,N05AX13,False,50458056401,gsn
065479,C10AB05,False,13310010107,gsn
065494,V03AE02,False,43598047801,gsn
065495,V03AE02,False,43598047901,gsn
065502,B01AC21,False,66302020603,gsn
065525,A06AD02,True,17204043440,gsn
065537,N05AH05,False,52011806,gsn
065538,N05AH05,False,16590093630,gsn
065570,C02AC02,False,10370053301,gsn
065576,A11AA,True,58487000141,gsn
065577,R01AC03,False,45802002683,gsn
065583,A02AB01,False,21695004200,gsn
065587,S01EE05,False,17478060901,gsn
065594,N03AF01,False,50962022710,gsn
065611,J07BB,True,?,none
065613,J07BB,True,?,none
065614,B03BB51,True,18011048090,gsn
065640,A02AC01,False,68752001160,gsn
065649,L01BA05,False,48818000101,gsn
065650,L01BA05,False,48818000102,gsn
065667,N05AX13,False,10147095103,gsn
065681,A11AA01,True,10939062844,atc
065694,N03AF04,False,63402020830,gsn
065700,A09AA01,True,39822020501,gsn
065701,A09AA01,True,42865010102,gsn
065702,A09AA01,False,42865010202,gsn
065703,A09AA01,True,42865010302,gsn
065709,B05XB01,True,11822363280,gsn
065733,J01XA03,True,?,none
065738,N01BB09,True,?,none
065741,A07FA01,True,536311607,gsn
065758,N02BE01,False,17856198501,gsn
065760,J05AH03,False,?,none
065761,N04BC05,False,10370025211,gsn
065762,N04BC05,False,10370025111,gsn
065765,N04BC05,False,10370025511,gsn
065772,A11CC05,False,11845015469,gsn
065775,L01XC10,False,78066913,gsn
065777,L01EX03,False,78067066,gsn
065793,N05AH03,False,13668016801,atc
065794,N05AH03,True,13668016801,atc
065795,N05AH03,True,13668016801,atc
065800,J04BA01,False,51927371900,gsn
065841,D02AB,True,11917017045,gsn
065846,S01KA02,True,65047401,gsn
065850,A12AA13,True,16500053507,gsn
065888,N01AX10,False,?,none
065894,C01DA70,True,?,none
065901,N05AX14,False,43068010102,gsn
065902,N05AX14,False,43068010602,atc
065904,N05AX14,False,43068010602,gsn
065908,N05AX14,False,43068010602,atc
065909,N06BA11,False,45963083311,gsn
065913,J01DF01,False,61958090101,gsn
065929,C10AC04,False,21695077930,gsn
065933,S01XA20,True,11917010510,gsn
065953,B06AC03,False,47783010101,gsn
065966,G03CA03,False,42291096208,gsn
065974,C10AX06,True,11822993210,gsn
065977,D07AA01,False,54569393400,gsn
065978,D07AA01,False,54569155500,gsn
065979,D07AA01,True,9000302,gsn
065994,L04AC05,False,57894006103,gsn
066008,J01DD02,True,10019069304,atc
066047,J05AE03,False,31722059730,gsn
066050,D02AX,True,11917015505,gsn
066066,N07XX07,False,10144042760,gsn
066068,J07AL,True,54569661300,gsn
066080,A12AA13,True,16500054043,gsn
066090,A02BA02,False,43093010201,gsn
066093,R06AE07,False,11917015774,gsn
066102,C01CA06,True,11673009824,gsn
066110,A01AC03,False,55154394205,gsn
066112,H02AB09,True,?,none
066124,A11AA01,True,52187000230,gsn
066128,H03AA,False,24090049677,gsn
066130,H03AA,False,24090049477,gsn
066132,H03AA,True,24090049277,gsn
066134,H03AA,True,24090049077,gsn
066138,B02BX05,False,7464213,gsn
066165,J06BA01,True,44206045101,gsn
066167,J06BA01,True,44206045404,gsn
066174,L01XH02,True,?,none
066181,A12AA13,True,58487003383,gsn
066199,N01BB59,True,?,none
066200,N02AA03,False,13811070210,gsn
066206,S01GA05,False,?,none
066215,A06AX05,False,54092054701,gsn
066216,A06AX05,True,54092054701,atc
066217,A11AA,True,11845015798,gsn
066219,A12AA04,False,58487001033,gsn
066228,N01AX10,False,?,none
066248,A11AA,True,4195401,atc
066260,L04AA10,False,59762100101,gsn
066262,A06AG04,False,10119002219,gsn
066295,A07AA11,False,54868615400,gsn
066297,C10AB05,False,59630048530,gsn
066298,C03CA04,True,517077010,gsn
066336,B02AA02,False,55566210001,gsn
066349,C10AA08,False,66869010490,gsn
066350,C10AA08,False,66869020490,gsn
066351,C10AA08,False,66869040490,gsn
066352,G04CB02,False,10370028009,gsn
066373,J01MA16,False,50383018902,gsn
066383,A02AC01,True,88166301,gsn
066386,N03AX18,False,131541070,gsn
066396,M05BX04,False,55513071001,gsn
066417,A11AA,True,0,gsn
066419,C01CA03,False,?,none
066420,A11AA,True,13925050910,gsn
066432,A09AA01,True,0,gsn
066433,A09AA01,True,0,gsn
066439,D04AB04,True,?,none
066447,D06AX12,False,23155029031,gsn
066450,D06AX12,False,23155029032,gsn
066452,C01CA03,False,?,none
066453,L01EA03,False,78059251,gsn
066464,S01EB09,True,?,none
066476,L01CD04,False,24582315,gsn
066480,D07AC13,True,85720601,gsn
066481,D07AC13,False,50090191600,gsn
066503,B03AE03,True,11917010085,gsn
066506,A11AA,True,49908020490,gsn
066507,B05BA02,True,49669131001,atc
066517,H04AA01,False,55390000401,gsn
066525,J07BB,True,?,none
066533,N06DA02,False,24979000406,gsn
066538,C08CA01,False,13668039730,gsn
066551,A06AB02,False,43386007183,gsn
066576,A12AA03,False,42852085210,gsn
066612,R03DX07,False,310009530,gsn
066617,H02AB02,True,65065205,gsn
066635,N02AE01,False,12496120201,gsn
066636,N02AE01,False,12496120801,gsn
066656,A11HA03,False,24208043262,gsn
066670,A06AD13,False,52268001101,gsn
066672,A02AC01,False,67618010760,gsn
066690,A09AA02,True,32122401,atc
066706,B02AB02,True,944288401,gsn
066708,B03BA01,True,11822054306,gsn
066709,L04AA27,False,78060715,gsn
066716,A07FA01,True,35046000905,gsn
066726,G03AC10,False,50419040701,gsn
066731,N01BA05,True,10038038305,atc
066742,N01BA04,True,?,none
066758,C02KB01,True,53191005901,gsn
066762,A06AB58,True,?,none
066781,B01AE07,False,21695089960,gsn
066795,S01KA02,True,11822031808,gsn
066800,A11CC05,False,82028000485,gsn
066808,A11AA01,True,68220008330,gsn
066810,J01DI02,True,456040001,gsn
066811,J01DI02,True,456060001,gsn
066836,N02BE01,False,17478045016,gsn
066837,A04AD12,True,16714012001,gsn
066838,L01XX41,False,62856038901,gsn
066851,M05BX04,False,55513073001,gsn
066854,B03AA02,False,50090145600,gsn
066871,R05DA09,False,64597030160,gsn
066881,J06BA02,True,13533080012,gsn
066882,J06BA02,True,49669160401,atc
066883,J06BA02,True,49669160401,atc
066884,J06BA02,True,13533080071,gsn
066885,V03AB35,True,13533080024,gsn
066887,N02BE01,False,43825010201,gsn
066912,L01AC01,False,?,none
066927,A07FA01,True,39423000050,gsn
066929,A07FA01,True,39423011048,gsn
066932,N05AE05,False,63402030401,gsn
066933,N05AE05,False,63402030801,gsn
066950,B01AC24,False,186077728,gsn
066954,S01GX11,False,42254028803,gsn
066955,C10AX06,True,31604001714,gsn
066970,H05BX03,False,58468012600,gsn
066977,S01HA03,True,65074112,gsn
067020,C10AX06,True,11822986310,gsn
067041,C01EB09,True,10939088844,atc
067080,A11HA03,True,24208062504,gsn
067103,B02BD07,False,63833051802,gsn
067108,C10AX06,False,11845014951,gsn
067111,J01XA01,False,2746701,atc
067134,S02DA01,True,12280046501,atc
067151,B03AD03,False,10939034444,gsn
067154,G03BA03,False,45802061001,gsn
067167,L01CD02,True,16729022850,atc
067169,L01CD02,True,16729022850,atc
067217,J01MA14,False,54569635900,gsn
067220,B03AA02,False,52544006431,gsn
067221,N03AX09,False,16714062701,gsn
067223,B03AD05,True,245006101,atc
067233,H03AA05,True,64727330201,gsn
067250,J05AG01,False,33342023807,gsn
067261,V08CA09,False,?,none
067268,N02AX06,False,24510017460,gsn
067271,N02AX06,False,50458086401,gsn
067277,S01KA02,True,65045407,gsn
067330,C10AX06,True,11917009887,gsn
067349,L02BX03,False,16714096301,gsn
067351,N03AX12,False,53451010101,gsn
067353,A10BH05,False,597014030,gsn
067356,L02AE02,False,54868327700,gsn
067362,A07FA01,True,11822372830,gsn
067366,G03BA03,False,16714096701,gsn
067376,N06AX24,False,456111030,gsn
067377,N06AX24,False,456112030,gsn
067378,N06AX24,False,456114030,gsn
067388,N05BX05,True,11822511090,gsn
067394,J05AP03,False,85031402,gsn
067413,J05AG05,False,59676027801,gsn
067414,J05AP02,False,51167010001,gsn
067419,A11AA,True,4195401,atc
067452,N03AX21,True,?,none
067456,N03AX21,True,?,none
067471,A07AA12,False,52015008001,gsn
067473,A07FA01,True,11845005331,gsn
067488,A04AD,True,54629011010,atc
067506,L02AE02,True,74347303,gsn
067516,L04AA28,False,3037113,gsn
067522,N04BC05,False,10370030511,gsn
067540,B03AE03,True,10939054344,gsn
067544,B03AE03,True,59427014925,gsn
067547,B03AE03,True,59427014925,atc
067556,A07EA01,False,51672133803,gsn
067561,J05AH02,False,12280020310,atc
067563,A11AB,True,50428277276,atc
067572,J07BB,True,?,none
067575,C10AX06,True,0,gsn
067577,D04AA32,True,10939009211,atc
067588,B01AC09,False,66215040101,gsn
067622,A04AD,True,11917010387,gsn
067625,A09AA01,True,32120370,gsn
067632,A11AA01,True,11917009311,gsn
067642,B01AF02,False,50090143600,gsn
067680,J05AG05,False,54569627000,gsn
067681,L04AA24,False,3218811,gsn
067685,N03AX12,False,13913000413,gsn
067691,S01BA14,True,24208044335,gsn
067700,N05AB04,False,10019004301,gsn
067716,L01EC01,False,50242009001,gsn
067728,A06AC01,True,11845090816,atc
067735,C05AD03,False,21695076216,gsn
067758,V06,True,50428847468,gsn
067760,N02AX02,False,13811068930,gsn
067777,L01XC12,False,?,none
067823,L01ED01,False,69814020,gsn
067824,L01ED01,False,69814020,atc
067836,V03AB33,False,10039005102,atc
067862,B01AE03,False,42023018201,atc
067926,N02BE01,False,11917015951,gsn
067945,A09AA01,True,42865010502,gsn
067995,M02AA,True,?,none
068013,R02AA09,True,?,none
068038,A12AA13,True,11917013663,gsn
068062,B03A,True,46017008730,atc
068084,L01BC05,False,25021023926,gsn
068093,N03AX09,False,16714089301,gsn
068099,G03BA03,False,52544007654,gsn
068118,B01AF01,False,50458057801,gsn
068119,B01AF01,False,42254037601,gsn
068167,L01EJ01,False,50881000560,gsn
068168,L01EJ01,False,50881001060,gsn
068169,L01EJ01,False,50881001560,gsn
068170,L01EJ01,False,50881002060,gsn
068171,L01EJ01,False,50881002060,atc
068182,A11AA,True,10939045433,gsn
068183,B02AA02,False,14789050010,gsn
068187,A06AD,True,?,none
068188,V03AB17,True,35573030190,atc
068189,L01XX02,True,?,none
068196,H03AA,False,42023020101,gsn
068215,B03AE01,True,10782019830,atc
068217,A06AD11,False,17856137801,gsn
068220,N03AG,False,50383079205,gsn
068251,D08AX08,True,11098050301,atc
068297,B03AE03,True,50428804760,gsn
068314,A11AA,True,11822517310,gsn
068329,A02BC01,False,51552135001,gsn
068332,J05AJ01,False,6047761,gsn
068363,A11CA01,True,11917016564,gsn
068370,B03AE01,True,10782019830,atc
068384,B06AC,False,63833082502,gsn
068390,C03BA04,False,60631042530,gsn
068402,B02BX05,False,7464013,atc
068419,A11AA01,True,10939062844,atc
068421,V03AF09,False,42806035925,atc
068424,J05AE10,False,54569640300,gsn
068448,N05AE05,False,63402030230,gsn
068449,J05AF07,False,16714082001,atc
068497,L01EK01,False,69014501,gsn
068498,L01EK01,False,69015111,gsn
068502,A11DA01,False,54643564900,gsn
068505,A10BJ01,False,66780021904,gsn
068518,M01AX01,True,597014818,gsn
068539,A10BD07,True,6008061,gsn
068540,A10BD07,True,6008131,gsn
068565,A07DA52,True,?,none
068632,J01DB04,False,264310511,gsn
068664,J05AX07,True,4038140,gsn
068691,C10AX06,True,11917015670,gsn
068714,A07FA01,True,55571003120,gsn
068715,N05BA01,False,11845036901,atc
068742,A09AA01,False,58914011210,gsn
068743,A09AA01,False,58914011710,gsn
068876,A07EA07,False,59310021012,gsn
068880,D10AD53,True,?,none
068909,B03AE01,True,10782030130,gsn
068915,D09A,True,?,none
068951,V03AB20,True,58487002801,gsn
069006,G04BD05,True,10939086033,atc
069034,A11A,True,10939055644,gsn
069040,S01FA05,True,10702015016,atc
069115,S01,True,15718091730,gsn
069123,B06AC01,True,?,none
069144,R01AC03,False,60505095303,gsn
069194,C10AX06,True,11845016082,atc
069202,N05CH01,False,11822054311,gsn
069215,A12AA04,True,12333051005,atc
069330,L01FD02,False,50242014501,gsn
069334,A07AA09,False,24200061546,gsn
069371,R03AC02,False,54569640600,gsn
069400,M03BX01,False,45945015602,gsn
069461,N02AA03,True,45183091337,atc
069490,R05DA09,True,64597030160,atc
069541,A11AA01,True,31604002749,gsn
069570,C05BA03,True,?,none
069576,A11CA01,True,11917013983,gsn
069603,L01XG02,False,76075010101,gsn
069605,A05BA03,True,54629068500,atc
069630,G04BD12,False,469260130,gsn
069631,G04BD12,False,469260230,gsn
069637,J07BB,True,?,none
069666,D02AX,True,16784011402,gsn
069674,B03AE04,True,0,gsn
069676,A07FA01,True,49100040009,gsn
069699,B01AB01,False,61553094102,gsn
069855,R03BB05,False,310080039,gsn
069860,N02AA03,False,13811070410,gsn
069865,A07EA03,False,75987002101,gsn
069881,L01CA02,True,61703030916,atc
069883,V03AX03,False,54569635200,gsn
069890,N02AA03,True,45183091337,atc
069894,N05AE05,False,63402031230,gsn
069918,L02BB04,False,469012599,gsn
069922,A06AX04,False,456120104,gsn
069923,A06AX04,False,456120204,gsn
069929,L01EA04,False,?,none
069938,N06DA03,False,16714011701,gsn
069953,B03BB01,True,245019960,gsn
069960,C10AX06,True,52937000120,gsn
069964,B01AC09,True,66215040101,atc
069971,A02AC01,False,10939051344,gsn
069979,L04AA31,False,58468021101,gsn
069980,L04AA31,False,58468021002,gsn
069988,N03AX22,False,62856027230,gsn
069993,N03AX22,False,62856028230,gsn
070023,N02AA01,False,51079059571,atc
070024,N02AA01,True,51079059571,atc
070025,N02AA01,False,409189301,gsn
070041,A12CC04,False,58487003061,gsn
070073,A11HA03,False,24208040319,gsn
070083,S01BA14,True,24208050307,gsn
070128,G03BA03,False,45802028103,gsn
070132,N05CD08,False,10019002701,atc
070134,N05CD08,False,10019002701,atc
070160,A12AX,True,50428032623,gsn
070165,A12AX,True,5555619,gsn
070181,A03CB02,True,12280000905,gsn
070188,A12AA09,True,11917014732,gsn
070190,N03AF02,False,17772012101,gsn
070191,N03AF02,False,17772012201,gsn
070192,N03AF02,False,17772012301,gsn
070233,L04AA29,False,69100101,gsn
070234,N05CH01,False,31604004135,gsn
070243,B01AX01,True,?,none
070245,J05AE10,False,50090132700,gsn
070247,A11AA01,True,16500053879,gsn
070253,L01XX40,True,?,none
070259,N02AE01,False,12496120401,gsn
070262,N02AE01,False,12496121201,gsn
070320,N02AA11,True,63481081301,gsn
070335,A11AA01,True,42937070510,gsn
070353,N05CH01,False,11845016565,gsn
070358,S01BC10,False,54569638900,gsn
070360,L01EA05,False,63020053530,gsn
070361,L01EA05,False,63020053530,atc
070371,A07FA01,True,11917008543,gsn
070386,L01EX07,False,42388001114,gsn
070388,L01EX07,False,42388001314,gsn
070401,N02AA11,True,35356039130,gsn
070407,A16AX08,False,68875010201,gsn
070413,J04AK05,False,?,none
070414,B01AF02,False,50090143700,gsn
070418,A07XA06,True,65649080202,gsn
070467,B03AE01,True,10782019830,atc
070472,D04AX01,True,11845034601,atc
070506,A07EA06,False,51407022430,gsn
070534,C01EB06,True,50600050304,gsn
070543,A07EC02,True,430075327,gsn
070569,L04AX06,False,59572050100,gsn
070570,L04AX06,False,59572050200,gsn
070571,L04AX06,False,59572050300,gsn
070572,L04AX06,False,59572050400,gsn
070631,M05BA08,True,23155018631,atc
070644,R06AB04,True,10135013301,atc
070648,A11HA01,True,10135019301,atc
070669,N05AX12,False,59148001870,gsn
070670,N05AX12,False,59148001970,gsn
070715,B03BB51,True,18011110209,gsn
070755,A10BK01,True,3142811,gsn
070785,L04AX07,False,31722068060,gsn
070786,L04AX07,False,64406000501,gsn
070787,L04AX07,False,31722065832,gsn
070788,A07FA01,True,50428047200,gsn
070791,A10BK02,False,50458014001,gsn
070792,A10BK02,False,50458014130,gsn
070795,A07FA01,True,50428032287,gsn
070816,A02BC04,False,13668010705,atc
070829,N06AX23,False,63304019130,gsn
070830,N06AX23,False,63304019230,gsn
070835,S01BC11,False,24208060201,gsn
070868,N06DX01,False,10370034709,gsn
070869,N06DX01,False,10370034811,gsn
070870,N06DX01,False,10370034909,gsn
070875,N06DX01,True,10370034909,atc
070877,N05CM18,False,?,none
070889,L04AX05,False,50242012101,gsn
070892,A07FA01,True,11822366920,gsn
070893,A09AA01,True,32301613,gsn
070905,A06AG04,True,23449130,gsn
070913,S01EC04,True,65414727,gsn
070919,L01EG02,False,49884012552,atc
070965,A07FA01,True,11917015492,gsn
070972,R03AK10,True,173085910,gsn
070978,B02BD01,True,64193022204,atc
070981,B03AE01,True,50428889924,gsn
070993,R05FA02,True,?,none
070994,A03AA07,False,17856116101,gsn
071025,N02AA03,True,409128304,gsn
071033,L01EC02,False,78068266,gsn
071034,L01EC02,False,78068166,gsn
071035,B03AA02,False,52544005841,gsn
071036,L01EE01,False,78066615,gsn
071037,L01EE01,False,78066815,gsn
071056,L04AX04,False,59572042000,gsn
071057,A08AA11,False,62856052960,gsn
071071,N07AA01,False,?,none
071091,A11AA01,True,10939062844,gsn
071104,C08CA06,False,23155010800,atc
071108,A03FA01,False,10019045002,atc
071133,B03AD03,False,11822382900,atc
071148,A02AA01,True,74312004082,gsn
071149,N02AA03,True,409255201,gsn
071153,A11AA,True,42937070710,gsn
071158,M02AX10,True,59316010212,gsn
071164,B02BD04,True,?,none
071189,N07BC51,True,?,none
071202,C10AX06,True,11845016082,atc
071215,J07BB,True,?,none
071216,J01EE01,True,?,none
071217,J01EE03,True,?,none
071230,L01EB03,False,597013830,atc
071231,L01EB03,False,597013830,gsn
071253,N02BE01,False,52544008201,gsn
071267,J07BB,True,?,none
071271,A07BA01,True,10961000074,atc
071282,N05BA09,False,16714008701,gsn
071294,C01CA06,True,10939079744,gsn
071322,J05AJ03,False,49702022813,gsn
071343,N03AX11,False,17772010101,gsn
071344,N03AX11,False,17772010201,gsn
071346,N03AX11,False,17772010301,gsn
071347,N03AX11,False,17772010401,gsn
071392,G04BD04,False,11523431101,gsn
071415,N05AE05,False,63402030601,gsn
071417,C08CA06,False,23155010800,atc
071432,N02AE01,False,42858058640,gsn
071450,S01XA14,True,0,atc
071487,J06BA01,True,44206045510,gsn
071488,L01AA01,False,43975030710,gsn
071489,L01AA01,False,43975030810,gsn
071495,N06AX28,True,456222030,gsn
071496,N06AX28,True,456224030,gsn
071497,N06AX28,True,456228030,gsn
071499,N06AX28,True,456228030,atc
071509,N06AX26,False,64764055007,gsn
071510,N06AX26,False,64764056030,gsn
071512,N06AX26,False,64764058030,gsn
071525,C02KX05,True,50419025401,atc
071526,C02KX05,False,50419025401,atc
071529,C02KX05,False,50419025401,gsn
071537,A11HA03,True,24208069760,gsn
071538,A12AA04,True,5556819,gsn
071552,A10BX01,True,86790001338,gsn
071567,C02KX04,False,66215050115,gsn
071590,L04AC07,False,50242013801,gsn
071614,L01XC15,False,?,none
071645,D02AX,True,54162050001,gsn
071654,L03AA02,False,63459091201,gsn
071658,N06AX23,False,44183088031,gsn
071662,C01CA06,False,11673027953,gsn
071671,L01EX01,False,69083038,gsn
071674,L01EL01,False,57962014009,gsn
071708,J05AP05,False,59676022528,gsn
071709,J02AC04,False,60687052311,gsn
071740,A10BK01,False,3142711,gsn
071748,J05AP08,False,61958150101,gsn
071756,R01AD04,False,75989055006,gsn
071807,B01AC21,True,66302020603,atc
071808,B01AC21,True,66302020603,atc
071809,B01AC21,True,66302020603,atc
071815,R01AD12,True,173088210,gsn
